gender,agegroup,education,ethnicity,income,shopping,risk,harm,infotype,willingness-,willingness
Female,45-49,Masters degree,White,"$100,000 to $124,999",null,only 1 person in your city,InducedDisclosure,WebsitesVisited,5,4
Female,45-49,Masters degree,White,"$100,000 to $124,999",null,only 1 person in your city,Insecurity,WebsitesVisited,6,3
Female,45-49,Masters degree,White,"$100,000 to $124,999",null,only 1 person in your city,Surveillance,WebsitesVisited,4,5
Female,60 or older,Doctoral degree,White,"$50,000 to $74,999",null,only 1 person in your state,InducedDisclosure,WebsitesVisited,8,1
Female,60 or older,Doctoral degree,White,"$50,000 to $74,999",null,only 1 person in your state,Insecurity,WebsitesVisited,8,1
Female,60 or older,Doctoral degree,White,"$50,000 to $74,999",null,only 1 person in your state,Surveillance,WebsitesVisited,8,1
Male,35-39,Some college or associate degree,White,"$25,000 to $34,999",null,only 1 person in your workplace,InducedDisclosure,WebsitesVisited,3,6
Male,35-39,Some college or associate degree,White,"$25,000 to $34,999",null,only 1 person in your workplace,Insecurity,WebsitesVisited,3,6
Male,35-39,Some college or associate degree,White,"$25,000 to $34,999",null,only 1 person in your workplace,Surveillance,WebsitesVisited,4,5
Male,25-29,Bachelor's degree,Asian/Pacific Islander,"Less than $25,000",null,only 1 person in your country,InducedDisclosure,WebsitesVisited,3,6
Male,25-29,Bachelor's degree,Asian/Pacific Islander,"Less than $25,000",null,only 1 person in your country,Insecurity,WebsitesVisited,4,5
Male,25-29,Bachelor's degree,Asian/Pacific Islander,"Less than $25,000",null,only 1 person in your country,Surveillance,WebsitesVisited,3,6
Male,35-39,Bachelor's degree,White,"Less than $25,000",null,only 1 person in your city,InducedDisclosure,WebsitesVisited,6,3
Male,35-39,Bachelor's degree,White,"Less than $25,000",null,only 1 person in your city,Insecurity,WebsitesVisited,5,4
Male,35-39,Bachelor's degree,White,"Less than $25,000",null,only 1 person in your city,Surveillance,WebsitesVisited,7,2
Female,35-39,Bachelor's degree,White,"$100,000 to $124,999",null,only 1 person in your workplace,InducedDisclosure,WebsitesVisited,8,1
Female,35-39,Bachelor's degree,White,"$100,000 to $124,999",null,only 1 person in your workplace,Insecurity,WebsitesVisited,8,1
Female,35-39,Bachelor's degree,White,"$100,000 to $124,999",null,only 1 person in your workplace,Surveillance,WebsitesVisited,8,1
Female,50-54,Some college or associate degree,White,"$25,000 to $34,999",null,only 1 person in your family,InducedDisclosure,WebsitesVisited,6,3
Female,50-54,Some college or associate degree,White,"$25,000 to $34,999",null,only 1 person in your family,Insecurity,WebsitesVisited,6,3
Female,50-54,Some college or associate degree,White,"$25,000 to $34,999",null,only 1 person in your family,Surveillance,WebsitesVisited,7,2
Male,45-49,Bachelor's degree,White,"Less than $25,000",null,only 1 person in your state,InducedDisclosure,WebsitesVisited,6,3
Male,45-49,Bachelor's degree,White,"Less than $25,000",null,only 1 person in your state,Insecurity,WebsitesVisited,6,3
Male,45-49,Bachelor's degree,White,"Less than $25,000",null,only 1 person in your state,Surveillance,WebsitesVisited,7,2
Female,60 or older,Bachelor's degree,White,"$50,000 to $74,999",null,only 1 person in your workplace,InducedDisclosure,WebsitesVisited,3,6
Female,60 or older,Bachelor's degree,White,"$50,000 to $74,999",null,only 1 person in your workplace,Insecurity,WebsitesVisited,3,6
Female,60 or older,Bachelor's degree,White,"$50,000 to $74,999",null,only 1 person in your workplace,Surveillance,WebsitesVisited,3,6
Male,35-39,Some college or associate degree,White,"$25,000 to $34,999",null,only 1 person in your workplace,InducedDisclosure,WebsitesVisited,5,4
Male,35-39,Some college or associate degree,White,"$25,000 to $34,999",null,only 1 person in your workplace,Insecurity,WebsitesVisited,6,3
Male,35-39,Some college or associate degree,White,"$25,000 to $34,999",null,only 1 person in your workplace,Surveillance,WebsitesVisited,6,3
Male,40-44,"High school graduate, no college",White,"$25,000 to $34,999",null,only 1 person in your country,InducedDisclosure,WebsitesVisited,8,1
Male,40-44,"High school graduate, no college",White,"$25,000 to $34,999",null,only 1 person in your country,Insecurity,WebsitesVisited,5,4
Male,40-44,"High school graduate, no college",White,"$25,000 to $34,999",null,only 1 person in your country,Surveillance,WebsitesVisited,8,1
Female,55-59,Masters degree,White,"$50,000 to $74,999",null,only 1 person in your workplace,InducedDisclosure,WebsitesVisited,8,1
Female,55-59,Masters degree,White,"$50,000 to $74,999",null,only 1 person in your workplace,Insecurity,WebsitesVisited,8,1
Female,55-59,Masters degree,White,"$50,000 to $74,999",null,only 1 person in your workplace,Surveillance,WebsitesVisited,8,1
Male,45-49,Masters degree,White,"$35,000 to $49,999",null,only 1 person in your family,InducedDisclosure,WebsitesVisited,5,4
Male,45-49,Masters degree,White,"$35,000 to $49,999",null,only 1 person in your family,Insecurity,WebsitesVisited,7,2
Male,45-49,Masters degree,White,"$35,000 to $49,999",null,only 1 person in your family,Surveillance,WebsitesVisited,8,1
Female,35-39,Masters degree,Black or African American,"$125,000 to $149,999",null,only 1 person in your workplace,InducedDisclosure,WebsitesVisited,6,3
Female,35-39,Masters degree,Black or African American,"$125,000 to $149,999",null,only 1 person in your workplace,Insecurity,WebsitesVisited,6,3
Female,35-39,Masters degree,Black or African American,"$125,000 to $149,999",null,only 1 person in your workplace,Surveillance,WebsitesVisited,4,5
Male,25-29,Bachelor's degree,White,"$35,000 to $49,999",null,only 1 person in your state,InducedDisclosure,WebsitesVisited,7,2
Male,25-29,Bachelor's degree,White,"$35,000 to $49,999",null,only 1 person in your state,Insecurity,WebsitesVisited,7,2
Male,25-29,Bachelor's degree,White,"$35,000 to $49,999",null,only 1 person in your state,Surveillance,WebsitesVisited,6,3
Male,25-29,Masters degree,White,"$35,000 to $49,999",null,only 1 person in your city,InducedDisclosure,WebsitesVisited,6,3
Male,25-29,Masters degree,White,"$35,000 to $49,999",null,only 1 person in your city,Insecurity,WebsitesVisited,6,3
Male,25-29,Masters degree,White,"$35,000 to $49,999",null,only 1 person in your city,Surveillance,WebsitesVisited,6,3
Male,30-34,Masters degree,White,"Less than $25,000",null,only 1 person in your country,InducedDisclosure,WebsitesVisited,5,4
Male,30-34,Masters degree,White,"Less than $25,000",null,only 1 person in your country,Insecurity,WebsitesVisited,5,4
Male,30-34,Masters degree,White,"Less than $25,000",null,only 1 person in your country,Surveillance,WebsitesVisited,5,4
Female,60 or older,Bachelor's degree,White,"Less than $25,000",null,only 1 person in your workplace,InducedDisclosure,WebsitesVisited,6,3
Female,60 or older,Bachelor's degree,White,"Less than $25,000",null,only 1 person in your workplace,Insecurity,WebsitesVisited,6,3
Female,60 or older,Bachelor's degree,White,"Less than $25,000",null,only 1 person in your workplace,Surveillance,WebsitesVisited,6,3
Female,25-29,Some college or associate degree,White,"Less than $25,000",null,only 1 person in your family,InducedDisclosure,WebsitesVisited,8,1
Female,25-29,Some college or associate degree,White,"Less than $25,000",null,only 1 person in your family,Insecurity,WebsitesVisited,8,1
Female,25-29,Some college or associate degree,White,"Less than $25,000",null,only 1 person in your family,Surveillance,WebsitesVisited,8,1
Male,30-34,Some college or associate degree,White,"$50,000 to $74,999",null,only 1 person in your city,InducedDisclosure,WebsitesVisited,8,1
Male,30-34,Some college or associate degree,White,"$50,000 to $74,999",null,only 1 person in your city,Insecurity,WebsitesVisited,8,1
Male,30-34,Some college or associate degree,White,"$50,000 to $74,999",null,only 1 person in your city,Surveillance,WebsitesVisited,8,1
Male,40-44,"High school graduate, no college",White,"$35,000 to $49,999",null,only 1 person in your workplace,InducedDisclosure,WebsitesVisited,2,7
Male,40-44,"High school graduate, no college",White,"$35,000 to $49,999",null,only 1 person in your workplace,Insecurity,WebsitesVisited,6,3
Male,40-44,"High school graduate, no college",White,"$35,000 to $49,999",null,only 1 person in your workplace,Surveillance,WebsitesVisited,2,7
Male,18-24,Bachelor's degree,Hispanic or Latino,"$50,000 to $74,999",null,only 1 person in your state,InducedDisclosure,WebsitesVisited,6,3
Male,18-24,Bachelor's degree,Hispanic or Latino,"$50,000 to $74,999",null,only 1 person in your state,Insecurity,WebsitesVisited,6,3
Male,18-24,Bachelor's degree,Hispanic or Latino,"$50,000 to $74,999",null,only 1 person in your state,Surveillance,WebsitesVisited,6,3
Male,45-49,"High school graduate, no college",White,"$25,000 to $34,999",null,only 1 person in your workplace,InducedDisclosure,WebsitesVisited,6,3
Male,45-49,"High school graduate, no college",White,"$25,000 to $34,999",null,only 1 person in your workplace,Insecurity,WebsitesVisited,5,4
Male,45-49,"High school graduate, no college",White,"$25,000 to $34,999",null,only 1 person in your workplace,Surveillance,WebsitesVisited,7,2
Female,25-29,Bachelor's degree,White,"$50,000 to $74,999",null,only 1 person in your country,InducedDisclosure,WebsitesVisited,4,5
Female,25-29,Bachelor's degree,White,"$50,000 to $74,999",null,only 1 person in your country,Insecurity,WebsitesVisited,4,5
Female,25-29,Bachelor's degree,White,"$50,000 to $74,999",null,only 1 person in your country,Surveillance,WebsitesVisited,4,5
Female,25-29,Some college or associate degree,White,"$35,000 to $49,999",null,only 1 person in your family,InducedDisclosure,WebsitesVisited,6,3
Female,25-29,Some college or associate degree,White,"$35,000 to $49,999",null,only 1 person in your family,Insecurity,WebsitesVisited,6,3
Female,25-29,Some college or associate degree,White,"$35,000 to $49,999",null,only 1 person in your family,Surveillance,WebsitesVisited,6,3
Female,25-29,Some college or associate degree,Asian/Pacific Islander,"$35,000 to $49,999",null,only 1 person in your country,InducedDisclosure,WebsitesVisited,6,3
Female,25-29,Some college or associate degree,Asian/Pacific Islander,"$35,000 to $49,999",null,only 1 person in your country,Insecurity,WebsitesVisited,5,4
Female,25-29,Some college or associate degree,Asian/Pacific Islander,"$35,000 to $49,999",null,only 1 person in your country,Surveillance,WebsitesVisited,5,4
Female,35-39,Masters degree,White,"Less than $25,000",null,only 1 person in your state,InducedDisclosure,WebsitesVisited,8,1
Female,35-39,Masters degree,White,"Less than $25,000",null,only 1 person in your state,Insecurity,WebsitesVisited,8,1
Female,35-39,Masters degree,White,"Less than $25,000",null,only 1 person in your state,Surveillance,WebsitesVisited,8,1
Male,25-29,Some college or associate degree,White,"$50,000 to $74,999",null,only 1 person in your state,InducedDisclosure,WebsitesVisited,4,5
Male,25-29,Some college or associate degree,White,"$50,000 to $74,999",null,only 1 person in your state,Insecurity,WebsitesVisited,5,4
Male,25-29,Some college or associate degree,White,"$50,000 to $74,999",null,only 1 person in your state,Surveillance,WebsitesVisited,5,4
Female,45-49,"High school graduate, no college",White,"$50,000 to $74,999",null,only 1 person in your workplace,InducedDisclosure,WebsitesVisited,6,3
Female,45-49,"High school graduate, no college",White,"$50,000 to $74,999",null,only 1 person in your workplace,Insecurity,WebsitesVisited,6,3
Female,45-49,"High school graduate, no college",White,"$50,000 to $74,999",null,only 1 person in your workplace,Surveillance,WebsitesVisited,8,1
Female,30-34,Bachelor's degree,White,"Less than $25,000",null,only 1 person in your city,InducedDisclosure,WebsitesVisited,4,5
Female,30-34,Bachelor's degree,White,"Less than $25,000",null,only 1 person in your city,Insecurity,WebsitesVisited,6,3
Female,30-34,Bachelor's degree,White,"Less than $25,000",null,only 1 person in your city,Surveillance,WebsitesVisited,8,1
Male,25-29,Some college or associate degree,Hispanic or Latino,"$35,000 to $49,999",null,only 1 person in your city,InducedDisclosure,WebsitesVisited,4,5
Male,25-29,Some college or associate degree,Hispanic or Latino,"$35,000 to $49,999",null,only 1 person in your city,Insecurity,WebsitesVisited,6,3
Male,25-29,Some college or associate degree,Hispanic or Latino,"$35,000 to $49,999",null,only 1 person in your city,Surveillance,WebsitesVisited,7,2
Male,25-29,Bachelor's degree,White,"$35,000 to $49,999",null,only 1 person in your state,InducedDisclosure,WebsitesVisited,8,1
Male,25-29,Bachelor's degree,White,"$35,000 to $49,999",null,only 1 person in your state,Insecurity,WebsitesVisited,8,1
Male,25-29,Bachelor's degree,White,"$35,000 to $49,999",null,only 1 person in your state,Surveillance,WebsitesVisited,7,2
Female,30-34,Some college or associate degree,Black or African American,"$50,000 to $74,999",null,only 1 person in your city,InducedDisclosure,WebsitesVisited,6,3
Female,30-34,Some college or associate degree,Black or African American,"$50,000 to $74,999",null,only 1 person in your city,Insecurity,WebsitesVisited,3,6
Female,30-34,Some college or associate degree,Black or African American,"$50,000 to $74,999",null,only 1 person in your city,Surveillance,WebsitesVisited,2,7
Female,45-49,Some college or associate degree,Asian/Pacific Islander,"$50,000 to $74,999",null,only 1 person in your state,InducedDisclosure,WebsitesVisited,6,3
Female,45-49,Some college or associate degree,Asian/Pacific Islander,"$50,000 to $74,999",null,only 1 person in your state,Insecurity,WebsitesVisited,6,3
Female,45-49,Some college or associate degree,Asian/Pacific Islander,"$50,000 to $74,999",null,only 1 person in your state,Surveillance,WebsitesVisited,8,1
Female,50-54,Some college or associate degree,White,"Less than $25,000",null,only 1 person in your family,InducedDisclosure,WebsitesVisited,7,2
Female,50-54,Some college or associate degree,White,"Less than $25,000",null,only 1 person in your family,Insecurity,WebsitesVisited,7,2
